1:  17/63x48÷17=
1061:  48÷(39÷6)/9=
1062:  (91x33)-58/5=
1063:  (79-60)÷6=
1064:  30-(8/99x74)=
1065:  50-(59/8+40)=
1066:  (78x40)÷91=
1067:  (66x3)x85=
1068:  (15+88)/4÷28=
1069:  (86+97)/11÷86=
1070:  9/81+51÷30=
1071:  11/27+59x53=
1072:  (80/10x51)+47=
1073:  (71-49)÷93=
1074:  68-(2x32)=
1075:  (73+76)/14x77=
1076:  62x73÷29/33=
1077:  (41÷54)+50=
1078:  (39/50x66)-42=
1079:  (75/32x41)/85x30=
1080:  (27+46)+81/54=
1081:  65x(42-41)=
1082:  (56x78)-66/68=
1083:  (99-48)/67+77/71=
1084:  43/27+68+70=
1085:  85x(71x85)=
1086:  (83÷27)÷72=
1087:  45÷88x71=
1088:  (74÷10)x41=
1089:  4/33÷(95÷15)=
1090:  29/41x41+70=
1091:  49x(99x29)=
1092:  (88-52)x6=
1093:  53÷(47/67x83)=
1094:  38+(29+38)/3=
1095:  1+72÷68=
1096:  53/96÷28/68x63=
1097:  (50/13+59)+87=
1098:  83/16-48÷61=
1099:  (78+17)÷8/40=
1100:  (95/9x49)÷82/79=
1101:  73/92x(33/23+53)/26=
1102:  (94÷64)x33=
1103:  49-(20÷65)/9=
1104:  (29x98)/99÷24=
1105:  24x82÷19=
1106:  39/56÷(29x1)/51=
1107:  50/27x(79+98)=
1108:  96+97/11÷90=
1109:  22-27/77+72=
1110:  58÷(91÷22)=
1111:  87÷33-92/93=
1112:  47+(12+100)=
1113:  60+(92÷10)=
1114:  49/50÷(14÷12)=
1115:  86+(94÷71)=
1116:  (17÷93)÷39=
1117:  (45+76)-92=
1118:  16-(53÷52)=
1119:  (86+81)x18=
1120:  (94-60)÷8/90=
1121:  72÷(38/20+36)=
1122:  31x32x91=
1123:  24-53÷29=
1124:  73x65x45=
1125:  (88÷23)÷65=
1126:  46+44-98/79=
1127:  16÷19÷87/2=
1128:  80+(88x99)=
1129:  90x(78/2+55)=
1130:  (89x33)-37=
1131:  50-85÷66=
1132:  93x(46+42)/40=
1133:  (70+22)x31=
1134:  74÷1-27=
1135:  27x30÷61=
1136:  (46+12)/85x84=
1137:  46-(35-8)=
1138:  49x(15÷25)=
1139:  (57÷15)/78x43/74=
1140:  29x82÷5=
1141:  (74/78x23)÷53/72=
1142:  93÷(39+96)=
1143:  (59/66x46)÷61=
1144:  63÷68/50x34/65=
1145:  36/29x(72x28)/4=
1146:  (30x96)x84=
1147:  (90+49)-24=
1148:  11-(93÷23)/84=
1149:  (76x71)÷81=
1150:  (65÷34)/53x44=
1151:  58+58-55=
1152:  51/23x32-28/67=
1153:  (91/23÷22)+65=
1154:  30/32x39x28=
1155:  (97-84)÷69=
1156:  55/97+(82/27x67)=
1157:  24/5÷14÷57=
1158:  81x(29x39)=
1159:  51x11÷83=
1160:  20-69÷47=
1161:  (7x51)x47=
1162:  (17+69)+94=
1163:  13+79+42=
1164:  25÷(44x94)=
1165:  56/96÷(81÷82)/52=
1166:  1÷28x86=
1167:  (32/37+25)x4=
1168:  21+(64+25)=
1169:  79x(84-30)=
1170:  72+(74/36÷37)=
1171:  46+12+60=
1172:  15x(65-6)=
1173:  12/5+43+48=
1174:  7-(63÷14)=
1175:  74/14+(77+48)/17=
1176:  (82/11÷80)/27x45=
1177:  (75/80+55)+76=
1178:  10/73+(8x69)=
1179:  (90÷85)+29/49=
1180:  64+52÷87=
1181:  (56-47)/99÷4=
1182:  52+72x30=
1183:  13+(25+17)=
1184:  21/50÷97÷46=
1185:  (29+6)+98=
1186:  61+16x93/42=
1187:  53+(61x23)=
1188:  92+11+95=
1189:  6+55-57/42=
1190:  (34x65)+95=
1191:  (12÷36)÷12=
1192:  29x4-35/34=
1193:  (7/19÷28)+86=
1194:  35÷(47-40)=
1195:  (67/67÷21)x79=
1196:  58x58x16=
1197:  93x(61-2)=
1198:  37÷(12x91)=
1199:  (64÷72)x17=
1200:  93x17÷96=
1201:  (39+95)/88+83=
1202:  10/75÷(18+96)=
1203:  (42x30)÷57=
1204:  32x76÷61=
1205:  85+72-49=
1206:  42+74/50x77/25=
1207:  (8/37x58)x44=
1208:  32÷(79+100)=
1209:  (14+61)+34=
1210:  (62-8)+20=
1211:  (44x69)+21=
1212:  31x(82-40)=
1213:  (47÷54)+38=
1214:  (3+85)/2x33=
1215:  78x49/64x49/42=
1216:  24x73x85=
1217:  40+(20÷69)=
1218:  (9÷36)/78÷39/85=
1219:  4+70-37=
1220:  91/59x80x62=
1221:  61+57/64-93/24=
1222:  99÷(86÷7)/92=
1223:  (29x82)+71=
1224:  (81+66)÷56=
1225:  18x(4÷58)/34=
1226:  67/81+11÷62=
1227:  16÷42x90=
1228:  (73/65x45)x26=
1229:  (89x52)x3=
1230:  73+59x55/92=
1231:  (24x75)-76=
1232:  21+69x81=
1233:  (59÷58)/91x39=
1234:  (70+45)-5=
1235:  94-36÷28=
1236:  42x(59+15)=
1237:  63+(95-60)=
1238:  5-(55/74÷1)=
1239:  64x76-22/45=
1240:  100÷(47+13)/60=
1241:  (56+100)/9x2=
1242:  (71+23)÷94=
1243:  (45/99x70)/10x86/65=
1244:  (75+92)+73=
1245:  20÷(49x67)=
1246:  (21/86+75)/3÷51/49=
1247:  83-(55÷52)=
1248:  (29÷21)/69÷92=
1249:  37÷(22/45÷41)=
1250:  57+88/56÷1=
1251:  78-(19÷97)=
1252:  19/84÷88/96+29=
1253:  (1x92)+51=
1254:  44+27÷47=
1255:  (57+58)÷99/67=
1256:  (63x80)x64=
1257:  (38÷51)x57=
1258:  (92÷20)÷55/82=
1259:  63÷25+17=
1260:  67/77+86/90x43/45=
1261:  61÷80+10=
1262:  9x53+84=
1263:  (64/81+80)x30/63=
1264:  (93÷99)/47+76=
1265:  (70x93)x24=
1266:  55÷(71/6+30)=
1267:  18÷70+91=
1268:  52-(85÷67)=
1269:  21÷(96x61)=
1270:  (67+20)÷78=
1271:  (66x7)÷1=
1272:  42÷(23x29)=
1273:  96x(41x4)=
1274:  63x(94-19)=
1275:  31+(99/52+23)/85=
1276:  (68÷81)/89+64=
1277:  2/58+25÷10=
1278:  40/9+11+94=
1279:  33-59÷80=
1280:  23-15÷94=
1281:  (92÷78)x75=
1282:  (65+74)+46/75=
1283:  7x88x67/97=
1284:  (92-46)/26x92=
1285:  52/67x(82-16)=
1286:  76/6+(65/80+47)/33=
1287:  78-(37-15)=
1288:  (85÷49)+67=
1289:  26÷(54÷47)/86=
1290:  (43/85x32)÷27=
1291:  48-25/17+25=
1292:  9x(2÷89)/43=
1293:  (10x22)/42÷53=
1294:  30x73-88/31=
1295:  56÷91x89/37=
1296:  29÷55x48=
1297:  16x(100+73)=
1298:  26/56÷(57-41)/57=
1299:  (52÷19)+57=
1300:  (41x57)/23x31=
1301:  9+6÷55=
1302:  50/38+(18÷52)=
1303:  27+(89/87÷79)=
1304:  15x33/89x91/83=
1305:  78x(81+97)/34=
1306:  67÷34x4=
1307:  42x60x9/12=
1308:  (16x67)-21=
1309:  67+69-60=
1310:  (77x76)+23=
1311:  22x12-10=
1312:  33/17÷(96+26)=
1313:  (34x54)+5/18=
1314:  84+33÷46=
1315:  (82x21)÷6/70=
1316:  (65÷52)/64+77=
1317:  (20÷72)+79=
1318:  (48x86)+36=
1319:  23x74/49÷70/27=
1320:  22+96-51=
1321:  60x(80/38+62)=
1322:  44/12÷59/28+41=
1323:  78+(57/21x67)=
1324:  68/84x67+68=
1325:  (94÷77)+78=
1326:  (46÷100)x4=
1327:  80/99+(89÷48)/16=
1328:  19/34÷(34x47)/37=
1329:  (55x98)+74=
1330:  71+40÷98/22=
1331:  (29+91)-85=
1332:  60÷(20÷94)=
1333:  42÷(79-64)=
1334:  71÷(96÷34)=
1335:  12÷94x6=
1336:  63/81÷(12-7)=
1337:  22÷(30x55)=
1338:  27+60x41=
1339:  48/31÷99x90=
1340:  61-80÷94=
1341:  (43x100)÷19=
1342:  (65-62)+16=
1343:  79÷74+55=
1344:  41+(44-34)=
1345:  (1x90)/94x24=
1346:  51/19x(69/25÷92)=
1347:  (8x93)/65÷3=
1348:  48/73÷(45/86÷48)/51=
1349:  21x66x27=
1350:  99/25÷(57-25)=
1351:  34/25x(44-39)=
1352:  (8-4)/61x63=
1353:  38-23/31÷59/87=
1354:  (47/72x32)+31/75=
1355:  (98-7)/98+50=
1356:  (90x75)/90x3=
1357:  (57+12)-3/16=
1358:  22÷(32÷18)=
1359:  91+(21+92)/91=
1360:  54-53/55÷67=
1361:  29÷(79/30x25)/55=
1362:  78x21+22=
1363:  14+(99x99)=
1364:  23/41+(64+25)=
1365:  17÷(60÷84)=
1366:  10+47+62=
1367:  13+(54+81)/100=
1368:  (43+43)+22/98=
1369:  87x36+39=
1370:  (14÷20)+82=
1371:  (76-56)/10÷2=
1372:  30/3+75÷68=
1373:  26+(35-28)=
1374:  16÷43+18=
1375:  (35x87)+52=
1376:  78÷54÷88=
1377:  82+(81x80)=
1378:  100/11+(75x71)=
1379:  (90/50x99)+66=
1380:  60x13+65=
1381:  93÷(21÷32)/68=
1382:  47/100÷77/15÷78=
1383:  68/37+(29+24)=
1384:  (83+87)x73=
1385:  29-(48-31)=
1386:  13x(61+92)=
1387:  62x(42/22+34)=
1388:  47+88x45=
1389:  (10/1÷95)x94=
1390:  69x(45+32)=
1391:  (46÷93)+91=
1392:  78/14-98/25÷31=
1393:  63+(73-32)/56=
1394:  69x(48/84÷94)=
1395:  19÷(25÷27)=
1396:  19÷34+9/9=
1397:  90x(44+30)=
1398:  12/42x47x10/64=
1399:  (37-11)x100=
1400:  95÷(5÷82)=
1401:  36÷(30÷56)=
1402:  (52+11)+67=
1403:  71+(74÷91)=
1404:  59÷(77/76+6)=
1405:  (55+78)/17+49=
1406:  68+68-37=
1407:  19/7÷(85+67)/61=
1408:  96-(53-19)/49=
1409:  12x98+77=
1410:  34x46÷66=
1411:  (99x96)-35=
1412:  (66-6)/39÷44=
1413:  49/21-34/44x44/50=
1414:  71/63÷(71÷80)/13=
1415:  35/71+(60x91)/94=
1416:  (34+26)x38/43=
1417:  61/41x77+76=
1418:  76-93/58-37/9=
1419:  43-96x9/64=
1420:  6x(9+64)=
1421:  69x(36+2)=
1422:  37x(25/27x100)=
1423:  (8x56)÷20=
1424:  77x38/80-11=
1425:  99-(95+50)/74=
1426:  94+(94/38÷30)=
1427:  43x(39÷13)=
1428:  98÷(43x92)=
1429:  64/37x33/9÷56=
1430:  44x(24+76)=
1431:  95÷(98-50)=
1432:  (21x47)x22=
1433:  69/58-43÷78=
1434:  (43/4÷39)÷86/54=
1435:  72-(63÷89)=
1436:  (78÷59)÷57=
1437:  65÷(94+54)/18=
1438:  13÷(2+96)=
1439:  43+27+87=
1440:  91x(74+87)=
1441:  2/47÷56+32/19=
1442:  62x32/35+37=
1443:  82x92-55=
1444:  50/98+(13÷89)/84=
1445:  (43-31)÷35=
1446:  63-(41x27)/38=
1447:  95÷3x25=
1448:  70÷(60÷5)=
1449:  (27+54)÷85=
1450:  63+44-72=
1451:  2-9÷33=
1452:  91/42x73÷13=
1453:  (72-27)-84/75=
1454:  15÷78+32=
1455:  40÷60÷35/89=
1456:  (26/64x30)+8/15=
1457:  98x(90-76)=
1458:  27x(27+35)=
1459:  79/53x(86+7)=
1460:  21+(68÷56)=
1461:  30+(93+2)/89=
1462:  11÷49+47/25=
1463:  91-90+5=
1464:  (43x84)+6=
1465:  74-(11+14)/29=
1466:  81/92x23x69=
1467:  20÷(20÷29)/57=
1468:  42+(90/15÷7)=
1469:  30/11x20x5=
1470:  41/13+(94x57)=
1471:  73x(68-40)=
1472:  (26÷24)÷40=
1473:  64+39x53=
1474:  33+71-95=
1475:  75-51/7-51/77=
1476:  (86/85+46)/44÷67=
1477:  83+21/24x14/47=
1478:  6÷51/43÷42=
1479:  90/18÷(96÷54)=
1480:  (69÷65)÷11=
1481:  (54÷53)/57÷27/45=
1482:  20x(66+51)/87=
1483:  89÷(88+54)=
1484:  72x25x11=
1485:  (100/30x44)x7=
1486:  65+70+79=
1487:  (56/12+97)/51+6=
1488:  43+46+8=
1489:  85+(60x82)/60=
1490:  (96+70)÷74=
1491:  73+(75÷54)/47=
1492:  70x48+86=
1493:  (11+32)+36=
1494:  (42+69)x62=
1495:  (65x32)/17÷17=
1496:  57-34÷72=
1497:  58x56-24/90=
1498:  (73-12)+45=
1499:  85-20-18=
1500:  63/1÷(2/66÷73)/26=
1501:  (30+81)-49/35=
1502:  40x82/40x32=
1503:  (22/76x73)/74÷80=
1504:  20/38x(7+15)=
1505:  84x(73/6x92)=
1506:  (23÷66)+78=
1507:  (39+86)/96÷71=
1508:  60x(19+3)=
1509:  64+78/63x15=
1510:  70+40x50=
1511:  45/26÷32+88=
1512:  54x84/47x41=
1513:  60/80+56x72=
1514:  61÷(41x88)=
1515:  17+43÷90=
1516:  (63/27÷33)x95=
1517:  5/95+(66/99x13)=
1518:  33x63x100=
1519:  100÷45+40=
1520:  36x(63x66)/4=
1521:  19x(2+36)=
1522:  56+49-24=
1523:  15+(1+19)=
1524:  (66÷13)x18=
1525:  (68÷34)/61x8=
1526:  67÷(7x87)=
1527:  (85/3+76)+56=
1528:  16÷(81/72+6)/99=
1529:  (27+40)x97=
1530:  61x37+10=
1531:  49+24-39=
1532:  61+(5/64+20)=
1533:  43+(35+55)=
1534:  36+26-6=
1535:  8÷31/16x82=
1536:  1÷13x38/80=
1537:  57+(34÷40)=
1538:  (55/24+71)/59+61/45=
1539:  (83x2)x78/69=
1540:  95x43x99/5=
1541:  (96+66)-83/62=
1542:  7-(45÷32)=
1543:  (69+100)+47=
1544:  47x72+41=
1545:  (95-29)+95/18=
1546:  28x(16÷4)=
1547:  (23+8)÷4=
1548:  7÷(58/13÷60)=
1549:  (41÷25)x85=
1550:  55+(1÷35)=
1551:  (88÷16)+42/21=
1552:  (86-64)x97=
1553:  (64/17+71)+9=
1554:  60+(45-34)=
1555:  27/49x75÷96=
1556:  45÷45÷29=
1557:  75-(41/38÷61)=
1558:  25/3÷(93/66+35)=
1559:  6-(15/21÷78)=
1560:  (33+15)-10=
1561:  77+(91+65)/70=
1562:  (85x71)x15=
1563:  1÷85÷71=
1564:  54/58x(68x95)=
1565:  55+(40-21)=
1566:  61÷(88/96x22)=
1567:  (81÷1)-8=
1568:  (53-19)÷2=
1569:  (40/37x45)+69=
1570:  71/27x76-6/88=
1571:  (100+23)/76÷2=
1572:  (87x66)+28=
1573:  55/90÷78/81÷77=
1574:  54x50/37+42/29=
1575:  87x(75x50)=
1576:  (8/65+94)-8=
1577:  4÷51x74=
1578:  30/39÷96÷78=
1579:  95+94+33/22=
1580:  19÷(24-2)=
1581:  (18+94)÷40=
1582:  (62x57)÷70=
1583:  51x(52x6)=
1584:  8/55x(83/67+63)/54=
1585:  61÷(32/54÷20)=
1586:  66÷(43-40)=
1587:  (99-29)/17+66=
1588:  (70+27)+81=
1589:  (84/54÷94)/67÷27/94=
1590:  14x48/69÷72=
1591:  98x22+100=
1592:  (18x44)÷14=
1593:  71x(7/9÷89)=
1594:  93+(90-75)=
1595:  40-68÷18=
1596:  100÷71/97÷33=
1597:  (66÷47)+61=
1598:  (63x89)x85/30=
1599:  79/26+(17+12)=
1600:  32x54/58÷87/56=
1601:  (74÷12)+47=
1602:  46÷(16-15)=
1603:  8+(94/13+81)=
1604:  48/2÷(42+60)=
1605:  (19/70+39)x69/82=
1606:  (8÷15)/65x48/20=
1607:  74x25+18=
1608:  8/41÷49+31/55=
1609:  15÷(82÷97)=
1610:  (66+85)x65=
1611:  42/73+(38/93x40)/39=
1612:  4x47÷4/97=
1613:  (93x27)÷8=
1614:  (86÷78)÷45=
1615:  (74+36)÷84/56=
1616:  (78-56)+32/1=
1617:  (98x33)-10=
1618:  40x52x28/63=
1619:  (91-48)+90=
1620:  30-(94+99)/42=
1621:  69+56-20=
1622:  83÷(83x93)=
1623:  59÷67+49=
1624:  (75-15)+24=
1625:  (36x43)+67=
1626:  3x(64-5)=
1627:  77x20/32÷42=
1628:  54÷(37-3)=
1629:  (6÷98)÷61=
1630:  32÷(81/95x62)/91=
1631:  23÷40÷71/3=
1632:  18-(20÷79)=
1633:  6÷27÷12/6=
1634:  13+98-18=
1635:  (72÷25)÷16=
1636:  (27÷41)x50=
1637:  42+(2x2)=
1638:  29/47+(74+82)=
1639:  55-(44/55x98)/77=
1640:  (99÷88)/33+70/53=
1641:  (50+71)x56=
1642:  (77-18)÷23=
1643:  (40+91)x7=
1644:  42÷(14x23)/99=
1645:  85+80÷92=
1646:  64÷(34÷67)=
1647:  72÷(83/68+50)=
1648:  (55-5)+39=
1649:  60+(85+15)=
1650:  100/37÷14/34÷89=
1651:  (32/11+1)÷14=
1652:  83x(11÷29)=
1653:  (85÷50)÷87=
1654:  71/75÷(98÷86)/85=
1655:  45/89÷(79+52)=
1656:  64÷(10x94)=
1657:  (92-77)x25=
1658:  71x(10+98)=
1659:  (10/41x44)+61=
1660:  22÷(100x22)=
1661:  70x77+6=
1662:  (15+80)+99=
1663:  (52x60)-2/59=
1664:  99/42+95-44=
1665:  (91+54)+76=
1666:  (44+54)-81=
1667:  96x76÷38=
1668:  (9÷66)x67/33=
1669:  (75÷8)÷12=
1670:  32÷(53x60)=
1671:  (51x76)x86=
1672:  36/51x44x92/22=
1673:  28÷36/96+44=
1674:  70x(7x62)/73=
1675:  21+84x77=
1676:  87+59x48=
1677:  66÷(96-64)=
1678:  55÷100/62÷46=
1679:  (45+31)÷62=
1680:  61+(22+15)=
1681:  46+14÷41=
1682:  57+48/68÷12=
1683:  41+(16+55)=
1684:  30x52/3+93=
1685:  15/37÷89x53/8=
1686:  (65x76)x21/41=
1687:  57/48+(18x35)=
1688:  84-55÷3=
1689:  (26+96)+8=
1690:  57+89÷62=
1691:  95x82x89=
1692:  28+92x19=
1693:  7÷76x3=
1694:  45÷(9x59)=
1695:  79x7/98+70=
1696:  (35/53x8)÷21=
1697:  (92+50)x50/29=
1698:  45x(14÷89)/43=
1699:  (2÷11)÷90/3=
1700:  (4x94)+68=
1701:  29÷(4÷12)=
1702:  82x33/100x36/97=
1703:  42+28÷67=
1704:  (4+17)÷6/36=
1705:  (75+17)+36=
1706:  10÷(59x16)=
1707:  52x36+85/87=
1708:  (30/23+11)/53+91=
1709:  47/67+30+71=
1710:  36+(58x62)=
1711:  (9+82)-32=
1712:  95-92/72÷60=
1713:  74+(8+4)=
1714:  15+5x88=
1715:  4x(37+25)=
1716:  95-28+15/42=
1717:  84+43-91=
1718:  (93-10)/79÷51/82=
1719:  (72÷19)x46=
1720:  31+36+55=
1721:  (18+38)-79/40=
1722:  79÷(51-31)=
1723:  20-(94/23+21)/92=
1724:  11/44÷78÷18/72=
1725:  75+47÷50=
1726:  56÷(2÷29)=
1727:  51/98÷(68/39÷83)=
1728:  44-14-9=
1729:  (63/84x63)-3/45=
1730:  (92-90)x20=
1731:  57+(93-66)=
1732:  (75x83)-4=
1733:  69x10÷62=
1734:  71-(88-78)/7=
1735:  (70/69÷20)÷75=
1736:  9÷18/45÷73/13=
1737:  100x(30x79)=
1738:  36+(66x38)=
1739:  79+(95x91)=
1740:  (70+46)x94/4=
1741:  60x(14/98+15)=
1742:  91÷(56/36+22)=
1743:  45x(26/12+38)=
1744:  (78÷11)÷42/16=
1745:  1+78÷23=
1746:  (90-82)x45=
1747:  (24÷12)x34=
1748:  (23/39+18)/45÷69=
1749:  60x35x68=
1750:  19÷84x46/44=
1751:  90x(56x20)=
1752:  (98÷1)+99=
1753:  94x18+75/91=
1754:  (79-36)÷83=
1755:  (100÷23)÷32=
1756:  (24x50)-19=
1757:  (40x43)÷25=
1758:  44x(32-19)=
1759:  60/52-45/79+15=
1760:  (91/87x63)/72x85=
1761:  (11÷32)x34=
1762:  96+(73÷95)=
1763:  24x99+50/89=
1764:  53÷20x5/94=
1765:  (23÷70)/31x40=
1766:  43x(5x66)=
1767:  (45+85)x81/44=
1768:  64x8÷69=
1769:  8÷(46-6)=
1770:  93/86÷(36/8x49)=
1771:  54÷78/88-49=
1772:  (8x79)÷12=
1773:  (73+13)x89=
1774:  (33÷40)x5=
1775:  (46÷10)x28=
1776:  82x(34÷79)=
1777:  39+14+4/15=
1778:  79÷(97/1+15)=
1779:  76x(3x36)=
1780:  8x28/15x20/43=
1781:  77/37x98x47=
1782:  27x26x49=
1783:  37/67÷39÷62=
1784:  16÷(83÷53)=
1785:  70/59x57/74+29=
1786:  (11+34)-4=
1787:  40÷39x20=
1788:  62+67-16=
1789:  68/8÷76x77=
1790:  (94x51)/30x81=
1791:  (68/75+100)÷80=
1792:  74-(64÷16)=
1793:  82/15÷(26÷17)/67=
1794:  (28x43)x37=
1795:  61-(50÷3)/6=
1796:  39÷(71-44)=
1797:  94x41x68=
1798:  17x(92+56)=
1799:  69x28÷56/99=
1800:  48x(78/65x19)=
1801:  43+(74x83)=
1802:  18x16+21/85=
1803:  (95/69+58)+89=
1804:  48x47/14-16=
1805:  53/52+44x46=
1806:  81+(30/88+47)=
1807:  91÷34x84=
1808:  (91+67)+74=
1809:  53/64x(7+91)=
1810:  39÷32/33+69=
1811:  84x49÷91/47=
1812:  6+74/80x81/39=
1813:  91÷41÷25=
1814:  24÷(46x51)=
1815:  (48+7)+19/98=
1816:  53+(87÷39)=
1817:  65÷(80+55)=
1818:  69x(43+80)=
1819:  (9x99)/12+77/45=
1820:  63x14x36=
1821:  (78x41)+36/57=
1822:  95x(25/87÷47)=
1823:  38x(33÷98)/7=
1824:  67+(56÷94)/54=
1825:  69-(67-23)=
1826:  (87x2)-93=
1827:  60x(6÷99)=
1828:  (33+73)+42=
1829:  1+86x91=
1830:  72x(58÷15)=
1831:  66/50x(100÷20)=
1832:  11/100x(17x76)=
1833:  68-(60/17÷47)=
1834:  (29÷37)/40+98=
1835:  (4÷38)x98=
1836:  58x17+98/34=
1837:  (35+49)/87+39=
1838:  22/75+55x94=
1839:  (49/9+26)/22x85=
1840:  (98/88+93)x51=
1841:  20÷32+9/46=
1842:  94-(27÷72)=
1843:  71+(21x91)/54=
1844:  4/24+(20x87)=
1845:  80x87÷28/93=
1846:  17-4-11=
1847:  63x76x40=
1848:  32/50÷(92-48)/30=
1849:  76/100÷(48x100)=
1850:  49+(39÷71)=
1851:  99/65÷42x63/32=
1852:  (67x74)x47=
1853:  (67+61)/16+14=
1854:  29÷58x19=
1855:  35÷70+97=
1856:  40/36x89x29=
1857:  2x(48x79)=
1858:  30+72+55=
1859:  39x(5/53+40)=
1860:  5/14x11-65/94=
1861:  49+(77x100)=
1862:  69/15x96-91=
1863:  (89÷56)+82=
1864:  17÷28+41/53=
1865:  (50÷47)x26=
1866:  47/5-(45÷81)/60=
1867:  27x(80x76)=
1868:  19x(41+7)=
1869:  27÷87x21=
1870:  84+(10/65+16)=
1871:  (22x97)x76=
1872:  (56+13)-39/77=
1873:  76÷(7/46÷65)=
1874:  (64-35)/100x38=
1875:  (23x80)÷59=
1876:  77/65x83x29=
1877:  (81+84)x84=
1878:  83x95÷16/73=
1879:  46÷(25÷66)=
1880:  65x(25/35x13)=
1881:  7x(46÷40)=
1882:  (77÷98)+33=
1883:  94÷7/20÷88=
1884:  (76÷55)x97=
1885:  22x50÷58=
1886:  (83x85)-84=
1887:  11x85÷65=
1888:  (2÷73)+43=
1889:  56x9/99÷40=
1890:  (25x44)-76=
1891:  (52/24+41)x67/12=
1892:  49+(68+7)=
1893:  94÷(39+65)=
1894:  32+78x18=
1895:  86/97+49+55=
1896:  98/40x(69/22÷36)=
1897:  90-(99÷71)=
1898:  37+(97+97)=
1899:  61-(52/40+83)/24=
1900:  (38+33)÷83/86=
1901:  55+76/10x83=
1902:  9+75+33=
1903:  86x71/55x29=
1904:  94/10÷(51÷8)=
1905:  86+75/14-41=
1906:  8/50÷57x15=
1907:  20/28÷97/16+17=
1908:  48/98+(46÷54)/17=
1909:  17/37÷(74x78)/75=
1910:  21x90/96÷31=
1911:  39+(32/5x100)=
1912:  98-66/82+81=
1913:  53÷19/56÷27=
1914:  (32/46+48)÷42=
1915:  (54/55x80)-7/83=
1916:  4x(96-37)=
1917:  83-37-96/64=
1918:  90-(18÷64)/43=
1919:  37x9/20÷98=
1920:  (74-50)÷63=
1921:  (80/16+11)÷16/46=
1922:  73x58÷63=
1923:  71/36x(55/4-12)=
1924:  38+(20+65)=
1925:  84/39+(85+96)=
1926:  (82/12x85)-21=
1927:  35+17÷100=
1928:  28/13x4÷58=
1929:  68+(94x54)=
1930:  54x51+36=
1931:  (58x96)-43=
1932:  98/26÷80/72+89=
1933:  84-40÷24=
1934:  99÷68/92x89=
1935:  (44+36)÷30=
1936:  100÷38+67=
1937:  (8x85)÷32=
1938:  60-31-35/22=
1939:  (51x46)x54=
1940:  (7÷95)+3=
1941:  13÷36+69=
1942:  35/96x66x91=
1943:  94x9/20x97=
1944:  68/23+(42÷77)/20=
1945:  (54x11)+29=
1946:  73x18/67+10=
1947:  91/42x85÷13/39=
1948:  (84x78)÷81/38=
1949:  82x(54/57x35)=
1950:  59-42+13=
1951:  (88÷36)x75/96=
1952:  4x(2x39)=
1953:  96-5/89÷17=
1954:  7÷(65÷43)/47=
1955:  83÷(39/32÷31)=
1956:  (74÷83)x43=
1957:  73-12÷21/85=
1958:  14-9+51=
1959:  74x93x10=
1960:  53x31÷99=
1961:  48+84x52=
1962:  49+72/69÷26=
1963:  (24÷74)x39=
1964:  (41x52)x59=
1965:  81+(70÷56)=
1966:  (67÷54)x54=
1967:  69/38x(75+69)=
1968:  (100/18+2)x81/87=
1969:  43+58-51=
1970:  (25+40)/98x94/98=
1971:  32-8+24/86=
1972:  15/47+(64÷65)=
1973:  (32/35+64)/55÷35/58=
1974:  (88+99)÷36=
1975:  2+33-7=
1976:  (17x74)+55/3=
1977:  (72/72+60)x29=
1978:  37÷(95-87)=
1979:  (61÷78)÷93=
1980:  92-43÷65=
1981:  (87-58)-16=
1982:  (35x75)/92+68=
1983:  (24-15)÷67=
1984:  (68÷34)+13=
1985:  (50+1)+36=
1986:  (56÷56)÷85/56=
1987:  76/5÷(17+64)/90=
1988:  44x54/73+20=
1989:  83/2x(93/80÷60)=
1990:  88/81x60/82x94=
1991:  6/24÷(47+8)=
1992:  (8x75)÷93/26=
1993:  42-(20x2)=
1994:  32+28x1=
1995:  (33+77)/51÷28=
1996:  20x20x99=
1997:  80+(90+53)/73=
1998:  (29+30)/50x87/58=
1999:  (72/93÷56)x63=
2000:  87x(35x38)/50=
2001:  42+(47/50÷6)/47=
2002:  (52-16)÷49=
2003:  90x(48x13)=
2004:  24+87+70/45=
2005:  34÷73+89=
2006:  (66-23)+69=
2007:  31x82-68=
2008:  68-33+6/16=
2009:  52+65x76/3=
2010:  (7/48x95)+89=
2011:  (9x92)-69/71=
2012:  (5/95x44)÷95/1=
2013:  16x12+31=
2014:  (74+39)+22=
2015:  (91+24)-89/74=
2016:  72+(19+85)=
2017:  57-(44/14x59)/33=
2018:  7÷53/39÷35=
2019:  (52x18)x45=
2020:  18÷46x26/2=
2021:  87/92x36/84x46/35=
2022:  17/10-(78÷80)=
2023:  (73+20)+82=
2024:  20+87x89=
2025:  21÷8/84+66=
2026:  93+1x81=
2027:  (65/35+46)+30=
2028:  (64x32)÷72=
2029:  82/91÷60÷58=
2030:  (80/1+40)/27÷72=
2031:  91÷(34/18÷1)=
2032:  49/62+(46-27)/8=
2033:  (34+28)+14/50=
2034:  98/30-(91÷62)=
2035:  73-32-20/80=
2036:  (44÷19)÷98=
2037:  (30+53)-31/81=
2038:  93x45÷77=
2039:  12/95÷97÷70/3=
2040:  (37+15)x11=
2041:  89x(56x81)=
2042:  88/85-(87÷100)=
2043:  87x(51x25)=
2044:  36+(52÷10)/86=
