1:  17/63x48÷17=16/21
824:  (41/49÷77)÷2/55=205/686
825:  49x(60÷68)=43’4/17
826:  45/32-(23÷25)=389/800
827:  12/43+94-29=65’12/43
828:  91/70+34x11=375’3/10
829:  42/62x(75-70)/14=15/62
830:  91/65+(8÷51)=1’142/255
831:  (60x79)+18=4758
832:  41+(51+32)=124
833:  33x86÷88/66=2128’1/2
834:  89x(35x5)=15575
835:  (78+51)÷49=2’31/49
836:  26-(27+42)/8=17’3/8
837:  89x20/50x49/50=34’111/125
838:  4+41/9+61=69’5/9
839:  49÷(37÷12)=15’33/37
840:  (61÷20)+67=70’1/20
841:  26÷(40+52)/37=10’21/46
842:  42÷26+13=14’8/13
843:  (74x18)-7=1325
844:  19-(82÷87)=18’5/87
845:  67-51÷13=63’1/13
846:  68x28-69=1835
847:  5/96+43+34=77’5/96
848:  (64+80)÷85=1’59/85
849:  (33÷98)/95+46=46’33/9310
850:  51÷(9/95+83)=4845/7894
851:  36/35+(54+72)=127’1/35
852:  4+27x33=895
853:  23-(32/93+90)/55=21’1828/5115
854:  99÷10÷77=9/70
855:  (62x46)÷78/49=1791’25/39
856:  (91x70)-82=6288
857:  (25x83)x56=116200
858:  (80+38)/21÷29/52=10’46/609
859:  (82÷17)÷99=82/1683
860:  (88÷3)/73x11=4’92/219
861:  11+28-59/12=34’1/12
862:  21/34+11÷90=566/765
863:  96x(37÷56)=63’3/7
864:  58x(98/44÷25)=5’46/275
865:  38÷(65÷72)/60=2525’7/13
866:  18x30x86/90=516
867:  (23÷15)/83x54=414/415
868:  24+13/86-91/5=5’409/430
869:  (46-17)÷70/16=6’22/35
870:  100-24/88x39=89’4/11
871:  88/35+(72÷60)=3’5/7
872:  29x8x27/7=894’6/7
873:  68÷5÷15=68/75
874:  69÷96/70÷34=1’261/544
875:  28x87÷66=36’10/11
876:  1÷(56/9÷79)=12’39/56
877:  15÷36+27/23=1’163/276
878:  6÷1+38/5=13’3/5
879:  93+(55x79)=4438
880:  (9x18)x19/26=118’5/13
881:  7÷95÷33=7/3135
882:  94÷9+100/82=11’245/369
883:  84-(1+15)=68
884:  (89/35+59)+75/5=76’19/35
885:  2/3÷74+83=83’1/111
886:  (86+60)x88=12848
887:  52x49-98=2450
888:  82-80÷52=80’6/13
889:  16+54/33+97=114’7/11
890:  46x68x76=237728
891:  (45÷94)÷57=15/1786
892:  (68/11-1)/96+46=46’19/352
893:  (82x98)x34=273224
894:  60+(14+77)=151
895:  16÷(93x61)=16/5673
896:  56+(92x71)=6588
897:  (6x10)÷54=1’1/9
898:  (49x50)x37=90650
899:  43+24÷12/50=143
900:  96÷(60+63)=32/41
901:  5÷(98/97+23)=485/2329
902:  88+(44/55÷41)/79=88’4/16195
903:  16+(72x65)/29=177’11/29
904:  39+(99÷57)=40’14/19
905:  49-(100÷33)/39=48’1187/1287
906:  36x(4÷74)=1’35/37
907:  (43÷25)/16+68/35=2’141/2800
908:  (21÷71)/2÷43=21/6106
909:  95+(99+20)=214
910:  52÷(88/29+46)=1’43/711
911:  90x67x80=482400
912:  34+(3÷86)=34’3/86
913:  (57÷51)/1x18=20’2/17
914:  (98+64)/13x54=672’12/13
915:  90/68+50x46=2301’11/34
916:  (38÷17)x26=58’2/17
917:  (99-97)/7+93=93’2/7
918:  (45/51+80)x58=4691’3/17
919:  (18/38÷99)÷23/91=91/4807
920:  (65-34)x68=2108
921:  89x63+22=5629
922:  19+(13/76+25)=44’13/76
923:  (5/80+36)x31=1117’15/16
924:  (94÷83)÷19/85=5’105/1577
925:  (68-12)+87=143
926:  46+9x93=883
927:  81+10/87÷64=81’5/2784
928:  (40-32)+4=12
929:  90+(55/57+17)=107’55/57
930:  56x35-65=1895
931:  47/67+14x62=868’47/67
932:  96-(11÷14)=95’3/14
933:  29-(28÷41)=28’13/41
934:  32+53x50=2682
935:  42x(26x10)=10920
936:  79÷30÷78=79/2340
937:  (92+34)+4=130
938:  35+60-86=9
939:  (66-35)x99=3069
940:  (87-66)+34=55
941:  95/66-56/6÷34=1’185/1122
942:  75+41/29÷68=75’41/1972
943:  68+(55+84)=207
944:  (19x16)/93÷3=1’25/279
945:  (14÷84)÷59/77=77/354
946:  63+(100x96)=9663
947:  95+26+16/66=121’8/33
948:  (34+82)x47/28=194’5/7
949:  80÷(81x56)/41=410/567
950:  55+64+80=199
951:  (92-67)x47=1175
952:  (73+72)/35÷2=2’1/14
953:  (23÷43)x99=52’41/43
954:  17÷35÷47=17/1645
955:  61÷(16÷9)=34’5/16
956:  48÷47+55/7=8’289/329
957:  96/85+(38+60)=99’11/85
958:  (5+73)÷69/65=73’11/23
959:  (89-16)/3+98/4=48’5/6
960:  9-(18÷92)=8’37/46
961:  78x(50÷83)/41=1’497/3403
962:  (77÷4)÷76=77/304
963:  8÷40x65/35=13/35
964:  37-67÷19=33’9/19
965:  (79x63)÷27=184’1/3
966:  35+5÷28/83=49’23/28
967:  (94/16÷1)+38=43’7/8
968:  82+95-44=133
969:  16-1/5÷27=15’134/135
970:  (30+18)+93=141
971:  51+(25/87+88)/54=52’2983/4698
972:  72x(90-62)=2016
973:  (90+93)-13/91=182’6/7
974:  (76-69)/22÷66/56=98/363
975:  (9+87)-75=21
976:  3+(33+20)=56
977:  8/36x(13+61)=16’4/9
978:  56-(11x84)/98=46’4/7
979:  (41x22)x86=77572
980:  53÷90+27/95=1493/1710
981:  86x83+12=7150
982:  91x(37÷12)=280’7/12
983:  69x(77÷1)/73=72’57/73
984:  76/29÷(74+94)=19/1218
985:  (34x79)÷3=895’1/3
986:  (91x52)-56=4676
987:  32/58+(92-4)/36=2’260/261
988:  29+(72÷90)/92=29’1/115
989:  (18/12x36)x74=3996
990:  45x54/53+9=54’45/53
991:  63x(57÷95)=37’4/5
992:  63+(93+74)=230
993:  97x75÷65/57=6379’8/13
994:  11÷75÷79=11/5925
995:  (95÷6)-13=2’5/6
996:  (61-11)/72x63/43=1’3/172
997:  (5x95)÷68=6’67/68
998:  (16x82)+41/88=1312’41/88
999:  (25+19)/95x51/20=1’86/475
1000:  22÷13/46x56=4359’5/13
1001:  83/16÷(60/31÷78)=209’9/160
1002:  (86÷100)+67=67’43/50
1003:  (15÷36)x52=21’2/3
1004:  89÷(28x88)/96=3’36/77
1005:  (100x63)-59=6241
1006:  (72+17)+14=103
1007:  15÷(13÷45)=51’12/13
1008:  15÷(3÷56)/17=4760
1009:  (68x55)x59=220660
1010:  (89+84)x45/93=83’22/31
1011:  49-(35-7)=21
1012:  29x55÷5=319
1013:  69/9÷51/38+22=27’109/153
1014:  33÷(88-20)=33/68
1015:  96/66+54÷31=3’67/341
1016:  34/29÷36x1=17/522
1017:  41+(20/61÷32)=41’5/488
1018:  (90x88)x79=625680
1019:  34÷27÷3=34/81
1020:  41÷27x14=21’7/27
1021:  (9x8)/13+53=58’7/13
1022:  35÷(37+92)=35/129
1023:  68/76÷59÷25=17/28025
1024:  (81x16)x79=102384
1025:  83/37+72-28=46’9/37
1026:  48÷18/68x53/80=120’2/15
1027:  6+99x45/81=61
1028:  64/68x(89x9)=753’15/17
1029:  45+(53+39)/93=45’92/93
1030:  (31+13)/100÷6=11/150
1031:  94-(97-38)=35
1032:  (49÷94)÷75=49/7050
1033:  44+53-54=43
1034:  (33+72)/26+36=40’1/26
1035:  47x(29÷3)=454’1/3
1036:  (96÷18)+18=23’1/3
1037:  46x(16/37x25)=497’11/37
1038:  25x65/80x50=1015’5/8
1039:  (83+38)÷29=4’5/29
1040:  45+98/31+55/34=49’821/1054
1041:  (14+36)/67x5=3’49/67
1042:  65+4÷34/6=65’12/17
1043:  (69/82÷71)÷52=69/302744
1044:  23x37/91+14/39=9’194/273
1045:  (76x46)÷79=44’20/79
1046:  (34/67÷42)x62/63=1054/88641
1047:  8/38+96+22=118’4/19
1048:  (64÷25)x18=46’2/25
1049:  96÷53/15-48/14=23’275/371
1050:  (43÷10)/58x95=7’5/116
1051:  37x(72÷74)/10=3’3/5
1052:  (53÷71)÷46=53/3266
1053:  14/26+(28+37)/56=1’509/728
1054:  12-44/13+87=95’8/13
1055:  83+(50+26)=159
1056:  (31x92)÷99=28’80/99
1057:  54÷(96÷91)=51’3/16
1058:  6+(25+25)=56
1059:  21÷(15x23)=7/115
1060:  98+56x41/66=132’26/33
1061:  48÷(39÷6)/9=66’6/13
1062:  (91x33)-58/5=2991’2/5
1063:  (79-60)÷6=3’1/6
1064:  30-(8/99x74)=24’2/99
1065:  50-(59/8+40)=2’5/8
1066:  (78x40)÷91=34’2/7
1067:  (66x3)x85=16830
1068:  (15+88)/4÷28=103/112
1069:  (86+97)/11÷86=183/946
1070:  9/81+51÷30=1’73/90
1071:  11/27+59x53=3127’11/27
1072:  (80/10x51)+47=455
1073:  (71-49)÷93=22/93
1074:  68-(2x32)=4
1075:  (73+76)/14x77=819’1/2
1076:  62x73÷29/33=5150’8/29
1077:  (41÷54)+50=50’41/54
1078:  (39/50x66)-42=9’12/25
1079:  (75/32x41)/85x30=33’249/272
1080:  (27+46)+81/54=74’1/2
1081:  65x(42-41)=65
1082:  (56x78)-66/68=4367’1/34
1083:  (99-48)/67+77/71=1’4023/4757
1084:  43/27+68+70=139’16/27
1085:  85x(71x85)=512975
1086:  (83÷27)÷72=83/1944
1087:  45÷88x71=36’27/88
1088:  (74÷10)x41=303’2/5
1089:  4/33÷(95÷15)=4/209
1090:  29/41x41+70=99
1091:  49x(99x29)=140679
1092:  (88-52)x6=216
1093:  53÷(47/67x83)=3551/3901
1094:  38+(29+38)/3=60’1/3
1095:  1+72÷68=2’1/17
1096:  53/96÷28/68x63=84’15/32
1097:  (50/13+59)+87=149’11/13
1098:  83/16-48÷61=4’391/976
1099:  (78+17)÷8/40=475
1100:  (95/9x49)÷82/79=498’221/738
1101:  73/92x(33/23+53)/26=1’9095/13754
1102:  (94÷64)x33=48’15/32
1103:  49-(20÷65)/9=48’113/117
1104:  (29x98)/99÷24=1’233/1188
1105:  24x82÷19=103’11/19
1106:  39/56÷(29x1)/51=1’365/1624
1107:  50/27x(79+98)=327’7/9
1108:  96+97/11÷90=96’97/990
1109:  22-27/77+72=93’50/77
1110:  58÷(91÷22)=14’2/91
1111:  87÷33-92/93=1’662/1023
1112:  47+(12+100)=159
1113:  60+(92÷10)=69’1/5
1114:  49/50÷(14÷12)=21/25
1115:  86+(94÷71)=87’23/71
1116:  (17÷93)÷39=17/3627
1117:  (45+76)-92=29
1118:  16-(53÷52)=14’51/52
1119:  (86+81)x18=3006
1120:  (94-60)÷8/90=382’1/2
1121:  72÷(38/20+36)=1’341/379
1122:  31x32x91=90272
1123:  24-53÷29=22’5/29
1124:  73x65x45=213525
1125:  (88÷23)÷65=88/1495
1126:  46+44-98/79=88’60/79
1127:  16÷19÷87/2=32/1653
1128:  80+(88x99)=8792
1129:  90x(78/2+55)=8460
1130:  (89x33)-37=2900
1131:  50-85÷66=48’47/66
1132:  93x(46+42)/40=204’3/5
1133:  (70+22)x31=2852
1134:  74÷1-27=47
1135:  27x30÷61=13’17/61
1136:  (46+12)/85x84=57’27/85
1137:  46-(35-8)=19
1138:  49x(15÷25)=29’2/5
1139:  (57÷15)/78x43/74=817/28860
1140:  29x82÷5=475’3/5
1141:  (74/78x23)÷53/72=29’443/689
1142:  93÷(39+96)=31/45
1143:  (59/66x46)÷61=1357/2013
1144:  63÷68/50x34/65=24’3/13
1145:  36/29x(72x28)/4=625’19/29
1146:  (30x96)x84=241920
1147:  (90+49)-24=115
1148:  11-(93÷23)/84=10’613/644
1149:  (76x71)÷81=66’50/81
1150:  (65÷34)/53x44=1’529/901
1151:  58+58-55=61
1152:  51/23x32-28/67=70’830/1541
1153:  (91/23÷22)+65=65’91/506
1154:  30/32x39x28=1023’3/4
1155:  (97-84)÷69=13/69
1156:  55/97+(82/27x67)=204’127/2619
1157:  24/5÷14÷57=4/665
1158:  81x(29x39)=91611
1159:  51x11÷83=6’63/83
1160:  20-69÷47=18’25/47
1161:  (7x51)x47=16779
1162:  (17+69)+94=180
1163:  13+79+42=134
1164:  25÷(44x94)=25/4136
1165:  56/96÷(81÷82)/52=30’172/243
1166:  1÷28x86=3’1/14
1167:  (32/37+25)x4=103’17/37
1168:  21+(64+25)=110
1169:  79x(84-30)=4266
1170:  72+(74/36÷37)=72’1/18
1171:  46+12+60=118
1172:  15x(65-6)=885
1173:  12/5+43+48=93’2/5
1174:  7-(63÷14)=2’1/2
1175:  74/14+(77+48)/17=12’76/119
1176:  (82/11÷80)/27x45=41/264
1177:  (75/80+55)+76=131’15/16
1178:  10/73+(8x69)=552’10/73
1179:  (90÷85)+29/49=1’542/833
1180:  64+52÷87=64’52/87
1181:  (56-47)/99÷4=1/44
1182:  52+72x30=2212
1183:  13+(25+17)=55
1184:  21/50÷97÷46=21/223100
1185:  (29+6)+98=133
1186:  61+16x93/42=96’3/7
1187:  53+(61x23)=1456
1188:  92+11+95=198
1189:  6+55-57/42=59’9/14
1190:  (34x65)+95=2305
1191:  (12÷36)÷12=1/36
1192:  29x4-35/34=114’33/34
1193:  (7/19÷28)+86=86’1/76
1194:  35÷(47-40)=5
1195:  (67/67÷21)x79=3’16/21
1196:  58x58x16=53824
1197:  93x(61-2)=5487
1198:  37÷(12x91)=37/1092
1199:  (64÷72)x17=15’1/9
1200:  93x17÷96=16’15/32
1201:  (39+95)/88+83=84’23/44
1202:  10/75÷(18+96)=1/855
1203:  (42x30)÷57=22’2/19
1204:  32x76÷61=39’53/61
1205:  85+72-49=108
1206:  42+74/50x77/25=46’349/625
1207:  (8/37x58)x44=551’29/37
1208:  32÷(79+100)=32/179
1209:  (14+61)+34=109
1210:  (62-8)+20=74
1211:  (44x69)+21=3057
1212:  31x(82-40)=1302
1213:  (47÷54)+38=38’47/54
1214:  (3+85)/2x33=1452
1215:  78x49/64x49/42=69’43/64
1216:  24x73x85=148920
1217:  40+(20÷69)=40’20/69
1218:  (9÷36)/78÷39/85=85/12168
1219:  4+70-37=37
1220:  91/59x80x62=7650’10/59
1221:  61+57/64-93/24=58’1/64
1222:  99÷(86÷7)/92=741’15/43
1223:  (29x82)+71=2449
1224:  (81+66)÷56=2’5/8
1225:  18x(4÷58)/34=18/493
1226:  67/81+11÷62=1’23/5022
1227:  16÷42x90=34’2/7
1228:  (73/65x45)x26=1314
1229:  (89x52)x3=13884
1230:  73+59x55/92=108’25/92
1231:  (24x75)-76=1724
1232:  21+69x81=5610
1233:  (59÷58)/91x39=177/406
1234:  (70+45)-5=110
1235:  94-36÷28=92’5/7
1236:  42x(59+15)=3108
1237:  63+(95-60)=98
1238:  5-(55/74÷1)=4’19/74
1239:  64x76-22/45=4863’23/45
1240:  100÷(47+13)/60=100
1241:  (56+100)/9x2=34’2/3
1242:  (71+23)÷94=1
1243:  (45/99x70)/10x86/65=4’30/143
1244:  (75+92)+73=240
1245:  20÷(49x67)=20/3283
1246:  (21/86+75)/3÷51/49=24’143/1462
1247:  83-(55÷52)=81’49/52
1248:  (29÷21)/69÷92=29/133308
1249:  37÷(22/45÷41)=3102’21/22
1250:  57+88/56÷1=58’4/7
1251:  78-(19÷97)=77’78/97
1252:  19/84÷88/96+29=29’19/77
1253:  (1x92)+51=143
1254:  44+27÷47=44’27/47
1255:  (57+58)÷99/67=77’82/99
1256:  (63x80)x64=322560
1257:  (38÷51)x57=42’8/17
1258:  (92÷20)÷55/82=6’236/275
1259:  63÷25+17=19’13/25
1260:  67/77+86/90x43/45=1’122123/155925
1261:  61÷80+10=10’61/80
1262:  9x53+84=561
1263:  (64/81+80)x30/63=38’802/1701
1264:  (93÷99)/47+76=76’31/1551
1265:  (70x93)x24=156240
1266:  55÷(71/6+30)=1’79/251
1267:  18÷70+91=91’9/35
1268:  52-(85÷67)=50’49/67
1269:  21÷(96x61)=7/1952
1270:  (67+20)÷78=1’3/26
1271:  (66x7)÷1=462
1272:  42÷(23x29)=42/667
1273:  96x(41x4)=15744
1274:  63x(94-19)=4725
1275:  31+(99/52+23)/85=31’259/884
1276:  (68÷81)/89+64=64’68/7209
1277:  2/58+25÷10=2’31/58
1278:  40/9+11+94=109’4/9
1279:  33-59÷80=32’21/80
1280:  23-15÷94=22’79/94
1281:  (92÷78)x75=88’6/13
1282:  (65+74)+46/75=139’46/75
1283:  7x88x67/97=425’47/97
1284:  (92-46)/26x92=162’10/13
1285:  52/67x(82-16)=51’15/67
1286:  76/6+(65/80+47)/33=14’61/528
1287:  78-(37-15)=56
1288:  (85÷49)+67=68’36/49
1289:  26÷(54÷47)/86=1946’4/27
1290:  (43/85x32)÷27=1376/2295
1291:  48-25/17+25=71’9/17
1292:  9x(2÷89)/43=18/3827
1293:  (10x22)/42÷53=110/1113
1294:  30x73-88/31=2187’5/31
1295:  56÷91x89/37=1’231/481
1296:  29÷55x48=25’17/55
1297:  16x(100+73)=2768
1298:  26/56÷(57-41)/57=1’293/448
1299:  (52÷19)+57=59’14/19
1300:  (41x57)/23x31=3149’20/23
1301:  9+6÷55=9’6/55
1302:  50/38+(18÷52)=1’327/494
1303:  27+(89/87÷79)=27’89/6873
1304:  15x33/89x91/83=6’723/7387
1305:  78x(81+97)/34=408’6/17
1306:  67÷34x4=7’15/17
1307:  42x60x9/12=1890
1308:  (16x67)-21=1051
1309:  67+69-60=76
1310:  (77x76)+23=5875
1311:  22x12-10=254
1312:  33/17÷(96+26)=33/2074
1313:  (34x54)+5/18=1836’5/18
1314:  84+33÷46=84’33/46
1315:  (82x21)÷6/70=20090
1316:  (65÷52)/64+77=77’5/256
1317:  (20÷72)+79=79’5/18
1318:  (48x86)+36=4164
1319:  23x74/49÷70/27=13’682/1715
1320:  22+96-51=67
1321:  60x(80/38+62)=3846’6/19
1322:  44/12÷59/28+41=42’131/177
1323:  78+(57/21x67)=259’6/7
1324:  68/84x67+68=122’5/21
1325:  (94÷77)+78=79’17/77
1326:  (46÷100)x4=1’21/25
1327:  80/99+(89÷48)/16=23417/25344
1328:  19/34÷(34x47)/37=703/54332
1329:  (55x98)+74=5464
1330:  71+40÷98/22=79’48/49
1331:  (29+91)-85=35
1332:  60÷(20÷94)=282
1333:  42÷(79-64)=2’4/5
1334:  71÷(96÷34)=25’7/48
1335:  12÷94x6=36/47
1336:  63/81÷(12-7)=7/45
1337:  22÷(30x55)=1/75
1338:  27+60x41=2487
1339:  48/31÷99x90=1’139/341
1340:  61-80÷94=60’7/47
1341:  (43x100)÷19=226’6/19
1342:  (65-62)+16=19
1343:  79÷74+55=56’5/74
1344:  41+(44-34)=51
1345:  (1x90)/94x24=22’46/47
1346:  51/19x(69/25÷92)=153/1900
1347:  (8x93)/65÷3=3’53/65
1348:  48/73÷(45/86÷48)/51=3076’76/365
1349:  21x66x27=37422
1350:  99/25÷(57-25)=99/800
1351:  34/25x(44-39)=6’4/5
1352:  (8-4)/61x63=4’8/61
1353:  38-23/31÷59/87=36’1657/1829
1354:  (47/72x32)+31/75=21’68/225
1355:  (98-7)/98+50=50’13/14
1356:  (90x75)/90x3=225
1357:  (57+12)-3/16=68’13/16
1358:  22÷(32÷18)=12’3/8
1359:  91+(21+92)/91=92’22/91
1360:  54-53/55÷67=53’3632/3685
1361:  29÷(79/30x25)/55=24’18/79
1362:  78x21+22=1660
1363:  14+(99x99)=9815
1364:  23/41+(64+25)=89’23/41
1365:  17÷(60÷84)=23’4/5
1366:  10+47+62=119
1367:  13+(54+81)/100=14’7/20
1368:  (43+43)+22/98=86’11/49
1369:  87x36+39=3171
1370:  (14÷20)+82=82’7/10
1371:  (76-56)/10÷2=1
1372:  30/3+75÷68=11’7/68
1373:  26+(35-28)=33
1374:  16÷43+18=18’16/43
1375:  (35x87)+52=3097
1376:  78÷54÷88=13/792
1377:  82+(81x80)=6562
1378:  100/11+(75x71)=5334’1/11
1379:  (90/50x99)+66=244’1/5
1380:  60x13+65=845
1381:  93÷(21÷32)/68=9636’4/7
1382:  47/100÷77/15÷78=47/40040
1383:  68/37+(29+24)=54’31/37
1384:  (83+87)x73=12410
1385:  29-(48-31)=12
1386:  13x(61+92)=1989
1387:  62x(42/22+34)=2226’4/11
1388:  47+88x45=4007
1389:  (10/1÷95)x94=9’17/19
1390:  69x(45+32)=5313
1391:  (46÷93)+91=91’46/93
1392:  78/14-98/25÷31=5’2414/5425
1393:  63+(73-32)/56=63’41/56
1394:  69x(48/84÷94)=138/329
1395:  19÷(25÷27)=20’13/25
1396:  19÷34+9/9=1’19/34
1397:  90x(44+30)=6660
1398:  12/42x47x10/64=2’11/112
1399:  (37-11)x100=2600
1400:  95÷(5÷82)=1558
1401:  36÷(30÷56)=67’1/5
1402:  (52+11)+67=130
1403:  71+(74÷91)=71’74/91
1404:  59÷(77/76+6)=8’220/533
1405:  (55+78)/17+49=56’14/17
1406:  68+68-37=99
1407:  19/7÷(85+67)/61=1’5/56
1408:  96-(53-19)/49=95’15/49
1409:  12x98+77=1253
1410:  34x46÷66=23’23/33
1411:  (99x96)-35=9469
1412:  (66-6)/39÷44=5/143
1413:  49/21-34/44x44/50=1’49/75
1414:  71/63÷(71÷80)/13=16’32/63
1415:  35/71+(60x91)/94=58’1929/3337
1416:  (34+26)x38/43=53’1/43
1417:  61/41x77+76=190’23/41
1418:  76-93/58-37/9=70’149/522
1419:  43-96x9/64=29’1/2
1420:  6x(9+64)=438
1421:  69x(36+2)=2622
1422:  37x(25/27x100)=3425’25/27
1423:  (8x56)÷20=22’2/5
1424:  77x38/80-11=25’23/40
1425:  99-(95+50)/74=97’3/74
1426:  94+(94/38÷30)=94’47/570
1427:  43x(39÷13)=129
1428:  98÷(43x92)=49/1978
1429:  64/37x33/9÷56=88/777
1430:  44x(24+76)=4400
1431:  95÷(98-50)=1’47/48
1432:  (21x47)x22=21714
1433:  69/58-43÷78=722/1131
1434:  (43/4÷39)÷86/54=9/52
1435:  72-(63÷89)=71’26/89
1436:  (78÷59)÷57=26/1121
1437:  65÷(94+54)/18=7’67/74
1438:  13÷(2+96)=13/98
1439:  43+27+87=157
1440:  91x(74+87)=14651
1441:  2/47÷56+32/19=1’17127/25004
1442:  62x32/35+37=93’24/35
1443:  82x92-55=7489
1444:  50/98+(13÷89)/84=26791/52332
1445:  (43-31)÷35=12/35
1446:  63-(41x27)/38=33’33/38
1447:  95÷3x25=791’2/3
1448:  70÷(60÷5)=5’5/6
1449:  (27+54)÷85=81/85
1450:  63+44-72=35
1451:  2-9÷33=1’8/11
1452:  91/42x73÷13=12’1/6
1453:  (72-27)-84/75=43’22/25
1454:  15÷78+32=32’5/26
1455:  40÷60÷35/89=1’73/105
1456:  (26/64x30)+8/15=12’173/240
1457:  98x(90-76)=1372
1458:  27x(27+35)=1674
1459:  79/53x(86+7)=138’33/53
1460:  21+(68÷56)=22’3/14
1461:  30+(93+2)/89=31’6/89
1462:  11÷49+47/25=2’128/1225
1463:  91-90+5=6
1464:  (43x84)+6=3618
1465:  74-(11+14)/29=73’4/29
1466:  81/92x23x69=1397’1/4
1467:  20÷(20÷29)/57=1653
1468:  42+(90/15÷7)=42’6/7
1469:  30/11x20x5=272’8/11
1470:  41/13+(94x57)=5361’2/13
1471:  73x(68-40)=2044
1472:  (26÷24)÷40=13/480
1473:  64+39x53=2131
1474:  33+71-95=9
1475:  75-51/7-51/77=67’4/77
1476:  (86/85+46)/44÷67=999/62645
1477:  83+21/24x14/47=83’49/188
1478:  6÷51/43÷42=43/357
1479:  90/18÷(96÷54)=2’13/16
1480:  (69÷65)÷11=69/715
1481:  (54÷53)/57÷27/45=30/1007
1482:  20x(66+51)/87=26’26/29
1483:  89÷(88+54)=89/142
1484:  72x25x11=19800
1485:  (100/30x44)x7=1026’2/3
1486:  65+70+79=214
1487:  (56/12+97)/51+6=7’152/153
1488:  43+46+8=97
1489:  85+(60x82)/60=167
1490:  (96+70)÷74=2’9/37
1491:  73+(75÷54)/47=73’25/846
1492:  70x48+86=3446
1493:  (11+32)+36=79
1494:  (42+69)x62=6882
1495:  (65x32)/17÷17=7’57/289
1496:  57-34÷72=56’19/36
1497:  58x56-24/90=3247’11/15
1498:  (73-12)+45=106
1499:  85-20-18=47
1500:  63/1÷(2/66÷73)/26=3945942
1501:  (30+81)-49/35=109’3/5
1502:  40x82/40x32=2624
1503:  (22/76x73)/74÷80=803/224960
1504:  20/38x(7+15)=11’11/19
1505:  84x(73/6x92)=94024
1506:  (23÷66)+78=78’23/66
1507:  (39+86)/96÷71=125/6816
1508:  60x(19+3)=1320
1509:  64+78/63x15=82’4/7
1510:  70+40x50=2070
1511:  45/26÷32+88=88’45/832
1512:  54x84/47x41=3956’44/47
1513:  60/80+56x72=4032’3/4
1514:  61÷(41x88)=61/3608
1515:  17+43÷90=17’43/90
1516:  (63/27÷33)x95=6’71/99
1517:  5/95+(66/99x13)=8’41/57
1518:  33x63x100=207900
1519:  100÷45+40=42’2/9
1520:  36x(63x66)/4=37422
1521:  19x(2+36)=722
1522:  56+49-24=81
1523:  15+(1+19)=35
1524:  (66÷13)x18=91’5/13
1525:  (68÷34)/61x8=16/61
1526:  67÷(7x87)=67/609
1527:  (85/3+76)+56=160’1/3
1528:  16÷(81/72+6)/99=222’6/19
1529:  (27+40)x97=6499
1530:  61x37+10=2267
1531:  49+24-39=34
1532:  61+(5/64+20)=81’5/64
1533:  43+(35+55)=133
1534:  36+26-6=56
1535:  8÷31/16x82=338’18/31
1536:  1÷13x38/80=19/520
1537:  57+(34÷40)=57’17/20
1538:  (55/24+71)/59+61/45=2’12697/21240
1539:  (83x2)x78/69=187’15/23
1540:  95x43x99/5=80883
1541:  (96+66)-83/62=160’41/62
1542:  7-(45÷32)=5’19/32
1543:  (69+100)+47=216
1544:  47x72+41=3425
1545:  (95-29)+95/18=71’5/18
1546:  28x(16÷4)=112
1547:  (23+8)÷4=7’3/4
1548:  7÷(58/13÷60)=94’4/29
1549:  (41÷25)x85=139’2/5
1550:  55+(1÷35)=55’1/35
1551:  (88÷16)+42/21=7’1/2
1552:  (86-64)x97=2134
1553:  (64/17+71)+9=83’13/17
1554:  60+(45-34)=71
1555:  27/49x75÷96=675/1568
1556:  45÷45÷29=1/29
1557:  75-(41/38÷61)=74’2277/2318
1558:  25/3÷(93/66+35)=550/2403
1559:  6-(15/21÷78)=5’541/546
1560:  (33+15)-10=38
1561:  77+(91+65)/70=79’8/35
1562:  (85x71)x15=90525
1563:  1÷85÷71=1/6035
1564:  54/58x(68x95)=6014’14/29
1565:  55+(40-21)=74
1566:  61÷(88/96x22)=3’3/121
1567:  (81÷1)-8=73
1568:  (53-19)÷2=17
1569:  (40/37x45)+69=117’24/37
1570:  71/27x76-6/88=199’931/1188
1571:  (100+23)/76÷2=123/152
1572:  (87x66)+28=5770
1573:  55/90÷78/81÷77=3/364
1574:  54x50/37+42/29=74’452/1073
1575:  87x(75x50)=326250
1576:  (8/65+94)-8=86’8/65
1577:  4÷51x74=5’41/51
1578:  30/39÷96÷78=5/48672
1579:  95+94+33/22=190’1/2
1580:  19÷(24-2)=19/22
1581:  (18+94)÷40=2’4/5
1582:  (62x57)÷70=50’17/35
1583:  51x(52x6)=15912
1584:  8/55x(83/67+63)/54=17216/99495
1585:  61÷(32/54÷20)=2058’3/4
1586:  66÷(43-40)=22
1587:  (99-29)/17+66=70’2/17
1588:  (70+27)+81=178
1589:  (84/54÷94)/67÷27/94=14/16281
1590:  14x48/69÷72=28/207
1591:  98x22+100=2256
1592:  (18x44)÷14=56’4/7
1593:  71x(7/9÷89)=497/801
1594:  93+(90-75)=108
1595:  40-68÷18=36’2/9
1596:  100÷71/97÷33=4’328/2343
1597:  (66÷47)+61=62’19/47
1598:  (63x89)x85/30=15886’1/2
1599:  79/26+(17+12)=32’1/26
1600:  32x54/58÷87/56=19’149/841
1601:  (74÷12)+47=53’1/6
1602:  46÷(16-15)=46
